"","date","year","sex","education","vocabulary"
"2993",19880589,1988,"Male",16,8
"2994",19942707,1994,"Female",12,5
"2995",20120715,2012,"Male",14,6
"2996",19841136,1984,"Male",12,7
"2997",19780044,1978,"Female",12,7
"2998",19840920,1984,"Female",12,8
"2999",19820619,1982,"Male",16,8
"3000",19941095,1994,"Female",12,4
"3001",20061047,2006,"Female",15,4
"3002",19930422,1993,"Male",12,7
"3003",19820521,1982,"Female",12,9
"3004",19891272,1989,"Female",18,9
"3005",20062114,2006,"Female",8,3
"3006",20120305,2012,"Male",18,8
"3007",19820407,1982,"Male",20,7
"3008",19880929,1988,"Male",16,5
"3009",20000848,2000,"Female",13,5
"3010",20121050,2012,"Female",13,5
"3011",19901070,1990,"Female",14,7
"3012",19780864,1978,"Male",12,3
"3013",20062061,2006,"Female",16,7
"3014",20061436,2006,"Male",18,7
"3015",20100966,2010,"Female",14,6
"3016",20000771,2000,"Male",12,5
"3017",19911047,1991,"Female",16,7
"3018",19761082,1976,"Male",16,8
"3019",20002339,2000,"Male",12,2
"3020",20101952,2010,"Female",12,5
"3021",19741008,1974,"Female",14,6
"3022",19780048,1978,"Female",12,3
"3023",19891226,1989,"Female",12,8
"3024",19781328,1978,"Female",12,6
"3025",19780216,1978,"Male",17,9
"3026",19870362,1987,"Female",9,5
"3027",19960264,1996,"Female",13,6
"3028",19781023,1978,"Male",16,9
"3029",19931044,1993,"Male",13,4
"3030",19881145,1988,"Female",11,6
"3031",20140999,2014,"Female",12,6
"3032",19870213,1987,"Female",16,6
"3033",19900939,1990,"Female",20,10
"3034",19911244,1991,"Female",15,6
"3035",20063299,2006,"Female",13,6
